Time,Flow,LeaveTemp,EnterTemp,kWE
2022-03-22 06:24,14.85344887,12.01999664,11.8500061,7.278481013
2022-03-22 06:19,15.45784569,12.09999084,11.95001221,7.278481013
2022-03-22 06:14,14.35894394,12.21999359,12.05000305,7.278481013
2022-03-22 06:09,14.23073959,12.21999359,12.05000305,7.278481013
2022-03-22 06:04,14.1757946,12.47999573,12.15000916,7.278481013
2022-03-22 05:59,13.97432899,12.06999207,11.8500061,7.278481013
2022-03-22 05:54,13.95601463,12.27999115,12.1000061,7.278481013
2022-03-22 05:49,13.97432899,12.41999054,12.25,7.278481013
2022-03-22 05:44,13.99264526,12.3999939,12.20001221,7.278481013
2022-03-22 05:39,14.04759026,12.5799942,12.40000916,7.278481013
2022-03-22 05:34,14.06590462,12.71999359,12.55000305,7.278481013
2022-03-22 05:29,14.13916397,12.81999207,12.65000916,7.278481013
2022-03-22 05:24,13.97432899,12.67999268,12.65000916,7.278481013
2022-03-22 05:19,13.97432899,12.69999695,12.55000305,7.278481013
2022-03-22 05:14,13.99264526,12.72999573,12.6000061,7.278481013
2022-03-22 05:09,14.1757946,12.47999573,12.6000061,7.341771791
2022-03-22 05:04,14.21242523,10.94999695,10.95001221,7.341771791
2022-03-22 04:59,13.7728653,10.72999573,10.6000061,7.278481013
2022-03-22 04:54,14.12084961,10.77999115,10.70001221,7.278481013
2022-03-22 04:49,13.7179203,10.44999695,10.3500061,7.278481013
2022-03-22 04:44,13.86443901,10.47999573,10.30000305,7.278481013
2022-03-22 04:39,13.84612465,10.69999695,10.45001221,7.278481013
2022-03-22 04:34,14.06590462,10.86999512,10.70001221,7.278481013
2022-03-22 04:29,13.919384,10.8299942,10.70001221,7.341771791
2022-03-22 04:24,13.84612465,10.86999512,10.65000916,7.341771791
2022-03-22 04:19,14.50546455,10.77999115,10.70001221,7.341771791
2022-03-22 04:14,14.12084961,10.52999115,10.30000305,7.341771791
2022-03-22 04:09,14.01095963,10.52999115,10.40000916,7.278481013
2022-03-22 04:04,13.99264526,10.79999542,10.6000061,7.341771791
2022-03-22 03:59,14.1757946,10.84999084,10.70001221,7.278481013
2022-03-22 03:54,14.08421898,10.87999725,10.70001221,7.278481013
2022-03-22 03:49,13.88275528,10.91999054,10.70001221,7.341771791
2022-03-22 03:44,14.06590462,10.6499939,10.5,7.278481013
2022-03-22 03:39,13.82781029,10.79999542,10.6000061,7.278481013
2022-03-22 03:34,14.10253525,10.8999939,10.75,7.278481013
2022-03-22 03:29,13.88275528,11.04999542,10.90000916,7.341771791
2022-03-22 03:24,13.88275528,11.02999115,10.90000916,7.278481013
2022-03-22 03:19,14.10253525,10.8299942,10.80000305,7.341771791
2022-03-22 03:14,14.01095963,10.52999115,10.40000916,7.341771791
2022-03-22 03:09,14.01095963,10.59999084,10.40000916,7.278481013
2022-03-22 03:04,14.01095963,10.66999054,10.55000305,7.341771791
2022-03-22 02:59,13.90106964,10.74999237,10.6000061,7.278481013
2022-03-22 02:54,13.99264526,10.86999512,10.70001221,7.341771791
2022-03-22 02:49,14.34062958,10.74999237,10.55000305,7.278481013
2022-03-22 02:44,13.93770027,10.44999695,10.30000305,7.341771791
2022-03-22 02:39,13.97432899,10.51999664,10.30000305,7.341771791
2022-03-22 02:34,14.01095963,10.56999207,10.3500061,7.278481013
2022-03-22 02:29,14.28568459,10.67999268,10.5,7.341771791
2022-03-22 02:24,13.75454903,10.67999268,10.5,7.341771791
2022-03-22 02:19,14.01095963,10.72999573,10.6000061,7.278481013
